Q6GZX4 001R_FRG3G
Q8CWT4 GRPE_STRR6
A4VZB4 GRPE_STRS2
A3CQC3 GRPE_STRSV
A4VT28 GRPE_STRSY
Q03MR7 GRPE_STRTD
C1CCQ7 GRPE_STRZJ
C1CJ05 GRPE_STRZP
C1CQ17 GRPE_STRZT
Q30Q11 GRPE_SULDN
A6QBG1 GRPE_SULNB
B2V8C9 GRPE_SULSY
Q59984 GRPE_SYNE7
A0LH27 GRPE_SYNFM
Q2JVR0 GRPE_SYNJA
Q2JH51 GRPE_SYNJB
A5GHN3 GRPE_SYNPW
Q7UA77 GRPE_SYNPX
Q3B0Y4 GRPE_SYNS9
Q3ANN0 GRPE_SYNSC
Q59978 GRPE_SYNY3
C5BQ34 GRPE_TERTT
Q93R28 GRPE_TETHA
Q9HJ84 GRPE_THEAC
Q8DJB3 GRPE_THEEB
Q9WZV4 GRPE_THEMA
B9KAB8 GRPE_THENN
A5IIT3 GRPE_THEP1
B1LCI1 GRPE_THESQ
Q72IK6 GRPE_THET2
Q56236 GRPE_THET8
Q97BG7 GRPE_THEVO
Q3SIN5 GRPE_THIDA
B8GNX0 GRPE_THISH
Q73Q17 GRPE_TREDE
O83245 GRPE_TREPA
Q114R5 GRPE_TRIEI
Q3MG83 GRPE_TRIV2
Q83N75 GRPE_TROW8
Q83MQ1 GRPE_TROWT
B1AJ46 GRPE_UREP2
Q9PQ83 GRPE_UREPA
A1WGK0 GRPE_VEREI
A5F369 GRPE_VIBC3
O30862 GRPE_VIBCH
C3LTA4 GRPE_VIBCM
Q6IT00 GRPE_VIBHA
Q87RX5 GRPE_VIBPA
Q9L7Z3 GRPE_VIBPR
B7VJW7 GRPE_VIBTL
Q8DF59 GRPE_VIBVU
Q7MN92 GRPE_VIBVY
Q8D392 GRPE_WIGBR
Q73GX9 GRPE_WOLPM
B3CPX8 GRPE_WOLPP
Q7MA34 GRPE_WOLSU
Q5GSA3 GRPE_WOLTR
C0R3M5 GRPE_WOLWR
Q8PMB1 GRPE_XANAC
Q3BVB9 GRPE_XANC5
Q8PAL0 GRPE_XANCP
Q2P460 GRPE_XANOM
B2SQU5 GRPE_XANOP
Q5H187 GRPE_XANOR
B2I6F7 GRPE_XYLF2
Q9PB04 GRPE_XYLFA
Q87BS7 GRPE_XYLFT
P38523 GRPE_YEAST
A1JKI6 GRPE_YERE8
A7FKS2 GRPE_YERP3
Q1CAG9 GRPE_YERPA
B2K8E3 GRPE_YERPB
Q7CH40 GRPE_YERPE
A9R2E4 GRPE_YERPG
Q1CFL2 GRPE_YERPN
A4TNU6 GRPE_YERPP
Q66DA8 GRPE_YERPS
B1JG65 GRPE_YERPY
Q5NRL4 GRPE_ZYMMO
Q4G1C9 GRPL2_HUMAN
Q9CQ35 GRPL2_MOUSE
P30550 GRPR_HUMAN
P21729 GRPR_MOUSE
P52500 GRPR_RAT
P31886 GRP_ALLMI
P29007 GRP_BOMOR
Q863C3 GRP_BOVIN
P08989 GRP_CANLF
P63152 GRP_CAVPO
P01295 GRP_CHICK
Q43472 GRP_HORVU
P07492 GRP_HUMAN
B3A0R2 GRP_LOTGI
Q8R1I2 GRP_MOUSE
Q9PS30 GRP_ONCMY
P23260 GRP_PELRI
P63153 GRP_PIG
P24393 GRP_RAT
P09472 GRP_SCYCA
P47851 GRP_SHEEP
F8DT92 GRP_ZYMMA
P0DJA5 GRP_ZYMMO
P24814 GRR1_YEAST
C8V4D4 GRRA_EMENI
Q9LIF1 GRS10_ARATH
Q0J3L4 GRS10_ORYSJ
Q9M9Y9 GRS11_ARATH
Q0IWL9 GRS11_ORYSJ
Q8LBS4 GRS12_ARATH
Q2QX01 GRS12_ORYSJ
Q84TF4 GRS13_ARATH
Q84Y95 GRS14_ARATH
Q8LBK6 GRS15_ARATH
Q8H7F6 GRS16_ARATH
Q9ZPH2 GRS17_ARATH
P0C061 GRSA_ANEMI
P0C062 GRSA_BREBE
P0C063 GRSB_ANEMI
P0C064 GRSB_BREBE
Q12849 GRSF1_HUMAN
Q8C5Q4 GRSF1_MOUSE
P14686 GRST_ANEMI
Q6PBU5 GRT1A_DANRE
Q9C469 GRT1_SCHPO
Q5TC63 GRTP1_HUMAN
Q9D3N8 GRTP1_MOUSE
Q4QQU7 GRTP1_RAT
Q6GLZ0 GRTP1_XENLA
Q6GL87 GRTP1_XENTR
Q09445 GRTP6_CAEEL
F4IVL6 GRV2_ARATH
Q01157 GRW10_SOLLC
Q1JQD2 GRWD1_BOVIN
Q54ED4 GRWD1_DICDI
Q9BQ67 GRWD1_HUMAN
Q810D6 GRWD1_MOUSE
Q5XI13 GRWD1_RAT
Q8L8T2 GRXC1_ARATH
Q7G8Y5 GRXC1_ORYSJ
Q9FNE2 GRXC2_ARATH
Q0JG89 GRXC2_ORYSJ
Q9FVX1 GRXC3_ARATH
Q6K609 GRXC3_ORYSJ
Q8LFQ6 GRXC4_ARATH
Q6K953 GRXC4_ORYSJ
Q8GWS0 GRXC5_ARATH
Q0JDM4 GRXC5_ORYSJ
Q8L9S3 GRXC6_ARATH
P55142 GRXC6_ORYSJ
Q96305 GRXC7_ARATH
Q0DK35 GRXC7_ORYSJ
Q8LF89 GRXC8_ARATH
Q0DAE4 GRXC8_ORYSJ
Q9SGP6 GRXC9_ARATH
Q7XIZ1 GRXC9_ORYSJ
Q9SA68 GRXS1_ARATH
Q0JQ97 GRXS1_ORYSJ
Q8L8Z8 GRXS2_ARATH
Q5SMY5 GRXS2_ORYSJ
O23421 GRXS3_ARATH
Q0JP62 GRXS3_ORYSJ
O23419 GRXS4_ARATH
Q0JM76 GRXS4_ORYSJ
O23420 GRXS5_ARATH
Q5QLR2 GRXS5_ORYSJ
Q9LYC8 GRXS6_ARATH
Q6H628 GRXS6_ORYSJ
Q6NLU2 GRXS7_ARATH
Q851Y7 GRXS7_ORYSJ
O23417 GRXS8_ARATH
P0C290 GRXS8_ORYSJ
O04341 GRXS9_ARATH
P0C291 GRXS9_ORYSJ
Q06605 GRZ1_RAT
Q06606 GRZ2_RAT
O32210 GR_BACSU
P80243 GS09_BACIU
P80870 GS13_BACSU
P80871 GS14_BACSU
P07733 GS17_XENLA
P80876 GS18_BACSU
A8MUP6 GS1L2_HUMAN
Q94529 GS1_DROME
P38678 GS1_NEUCR
P80238 GS26_BACSU
P42101 GS30_BACSU
P80873 GS39_BACSU
P80874 GS69_BACSU
B7GIK0 GSA1_ANOFW
P42799 GSA1_ARATH
C3PCZ3 GSA1_BACAA
C3LHA0 GSA1_BACAC
A0R9G6 GSA1_BACAH
Q81YV0 GSA1_BACAN
B7JNG6 GSA1_BACC0
Q73DX4 GSA1_BACC1
B7IIX2 GSA1_BACC2
C1EWG6 GSA1_BACC3
B7H9S6 GSA1_BACC4
B7HU66 GSA1_BACC7
A7GL00 GSA1_BACCN
B9J3N2 GSA1_BACCQ
Q81I85 GSA1_BACCR
Q63GB4 GSA1_BACCZ
Q9KEB0 GSA1_BACHD
Q6HNS8 GSA1_BACHK
Q65M82 GSA1_BACLD
A9VSS7 GSA1_BACMK
A8FB92 GSA1_BACP2
Q5WIE9 GSA1_BACSK
A7Z2N8 GSA1_BACVZ
C0Z671 GSA1_BREBN
A0RXB3 GSA1_CENSY
B1YK58 GSA1_EXIS2
C4L367 GSA1_EXISA
Q5L2S4 GSA1_GEOKA
A4IKL1 GSA1_GEOTN
A9KP86 GSA1_LACP7
Q92BG1 GSA1_LISIN
C1KVK0 GSA1_LISMC
Q71ZB5 GSA1_LISMF
B8DFN7 GSA1_LISMH
Q8Y6X8 GSA1_LISMO
A0AJ02 GSA1_LISW6
B1HUT1 GSA1_LYSSC
B9E740 GSA1_MACCJ
Q8CV56 GSA1_OCEIH
A7X388 GSA1_STAA1
A6U2D5 GSA1_STAA2
Q2FG69 GSA1_STAA3
Q2FXR4 GSA1_STAA8
A5ITJ2 GSA1_STAA9
Q2YTC2 GSA1_STAAB
Q5HFA5 GSA1_STAAC
A6QHK1 GSA1_STAAE
P63508 GSA1_STAAM
P99096 GSA1_STAAN
Q6GG38 GSA1_STAAR
Q6G8Q8 GSA1_STAAS
A8Z2I8 GSA1_STAAT
P0C1P8 GSA1_STAAU
Q8NW75 GSA1_STAAW
B9DND8 GSA1_STACT
Q5HNN6 GSA1_STAEQ
Q8CNZ1 GSA1_STAES
Q4L7G9 GSA1_STAHJ
Q49YQ9 GSA1_STAS1
B7GH35 GSA2_ANOFW
Q42522 GSA2_ARATH
C3P9E6 GSA2_BACAA
C3L6Z2 GSA2_BACAC
A0RJ78 GSA2_BACAH
Q81LD0 GSA2_BACAN
B7JQ54 GSA2_BACC0
Q72ZW5 GSA2_BACC1
B7IW22 GSA2_BACC2
C1ETQ7 GSA2_BACC3
B7HE93 GSA2_BACC4
B7HQM1 GSA2_BACC7
A7GTE2 GSA2_BACCN
B9IZ36 GSA2_BACCQ
Q817R3 GSA2_BACCR
Q633Y3 GSA2_BACCZ
Q9K8G3 GSA2_BACHD
Q6HD65 GSA2_BACHK
Q65GK4 GSA2_BACLD
A9VIT5 GSA2_BACMK
A8FFU9 GSA2_BACP2
Q5WEP8 GSA2_BACSK
A7Z7A2 GSA2_BACVZ
C0ZAH4 GSA2_BREBN
O74038 GSA2_CENSY
B1YJU8 GSA2_EXIS2
C4L4J9 GSA2_EXISA
Q5KWK9 GSA2_GEOKA
A4IRG2 GSA2_GEOTN
A9KSC7 GSA2_LACP7
Q92AX5 GSA2_LISIN
C1KVY4 GSA2_LISMC
Q71YY2 GSA2_LISMF
B8DHJ5 GSA2_LISMH
Q8Y6J9 GSA2_LISMO
A0AJD9 GSA2_LISW6
B1HVD3 GSA2_LYSSC
B9E7Y3 GSA2_MACCJ
Q8CZE3 GSA2_OCEIH
A7X3X9 GSA2_STAA1
A6U2W8 GSA2_STAA2
Q2FFN1 GSA2_STAA3
Q2G283 GSA2_STAA8
A5IU30 GSA2_STAA9
Q2YU22 GSA2_STAAB
Q5HER0 GSA2_STAAC
A6QI46 GSA2_STAAE
Q99T15 GSA2_STAAM
Q7A4T5 GSA2_STAAN
Q6GFJ3 GSA2_STAAR
Q6G870 GSA2_STAAS
A8YY36 GSA2_STAAT
Q8NVU6 GSA2_STAAW
B9DMX3 GSA2_STACT
Q5HN71 GSA2_STAEQ
Q8CRW7 GSA2_STAES
Q4L706 GSA2_STAHJ
Q49Y99 GSA2_STAS1
P71084 GSAB_BACSU
Q5JQS6 GSAML_HUMAN
A4D1B5 GSAP_HUMAN
Q3TCV3 GSAP_MOUSE
Q9NRJ2 GSAS1_HUMAN
B0CC57 GSA_ACAM1
A1TKK8 GSA_ACIAC
Q6FCY1 GSA_ACIAD
B7GYZ5 GSA_ACIB3
B7I4N4 GSA_ACIB5
B2HW19 GSA_ACIBC
B0VU92 GSA_ACIBS
A3M7I8 GSA_ACIBT
B0VCN6 GSA_ACIBY
A0LRE5 GSA_ACIC1
C1F911 GSA_ACIC5
B9MF68 GSA_ACIET
B7JBI1 GSA_ACIF2
B5ERN9 GSA_ACIF5
A1WBR8 GSA_ACISJ
A3N2K3 GSA_ACTP2
B3GYN8 GSA_ACTP7
B0BRF0 GSA_ACTPJ
A6VQ66 GSA_ACTSZ
A0KNY9 GSA_AERHH
Q9Y9I9 GSA_AERPE
A4SJ79 GSA_AERS4
B2UNE3 GSA_AKKM8
Q0VSP6 GSA_ALCBS
Q5E2W6 GSA_ALIF1
B5FAL8 GSA_ALIFM
B6EL04 GSA_ALISL
Q0AAH7 GSA_ALKEH
A6TJD8 GSA_ALKMQ
A8MGY8 GSA_ALKOO
B4S0D0 GSA_ALTMD
B8JCU6 GSA_ANAD2
Q2IHP8 GSA_ANADE
A7HIX3 GSA_ANADF
B4UKE6 GSA_ANASK
O66998 GSA_AQUAE
A8ETJ2 GSA_ARCB4
O29027 GSA_ARCFU
Q5P6J6 GSA_AROAE
A0JYM2 GSA_ARTS2
A1KB59 GSA_AZOSB
C1DMY5 GSA_AZOVD
P30949 GSA_BACSU
Q6MHT9 GSA_BDEBA
Q2KUS4 GSA_BORA1
Q7WF71 GSA_BORBR
Q7W3U1 GSA_BORPA
A9I1R3 GSA_BORPD
Q7W050 GSA_BORPE
Q85WB7 GSA_BRANA
B1YUJ7 GSA_BURA4
Q1BYB1 GSA_BURCA
B1JX81 GSA_BURCC
A0K5D7 GSA_BURCH
B4EBT3 GSA_BURCJ
Q0BHJ2 GSA_BURCM
Q39IQ4 GSA_BURL3
A9AEU0 GSA_BURM1
A3MMQ8 GSA_BURM7
A2S9D9 GSA_BURM9
Q62HV8 GSA_BURMA
A1V1L0 GSA_BURMS
A3NY82 GSA_BURP0
Q3JPN1 GSA_BURP1
A3NCF3 GSA_BURP6
Q63RP8 GSA_BURPS
Q2SYB2 GSA_BURTA
A4JC86 GSA_BURVG
B9MRJ7 GSA_CALBD
A8M919 GSA_CALMQ
A4XK09 GSA_CALS8
A7ZCH5 GSA_CAMC1
A7GXK4 GSA_CAMC5
A0RQ51 GSA_CAMFF
A7I252 GSA_CAMHC
A8FLR2 GSA_CAMJ8
A7H3N1 GSA_CAMJD
Q9PP70 GSA_CAMJE
A1VZJ6 GSA_CAMJJ
Q5HUU3 GSA_CAMJR
B9KFS8 GSA_CAMLR
Q3ACS9 GSA_CARHZ
B3PL68 GSA_CELJU
A9WIS7 GSA_CHLAA
Q5L5P0 GSA_CHLAB
B8G822 GSA_CHLAD
Q3AP59 GSA_CHLCH
Q822Q0 GSA_CHLCV
Q254Z2 GSA_CHLFF
B3EI07 GSA_CHLL2
Q9PKI3 GSA_CHLMU
B3QRD2 GSA_CHLP8
B3EKJ7 GSA_CHLPB
A1BJG8 GSA_CHLPD
A4SGT2 GSA_CHLPM
Q9JRW9 GSA_CHLPN
Q39566 GSA_CHLRE
B9LKS0 GSA_CHLSY
B0B9W0 GSA_CHLT2
B3QSA6 GSA_CHLT3
Q3KMF2 GSA_CHLTA
B0BBJ0 GSA_CHLTB
Q8KAQ7 GSA_CHLTE
O84212 GSA_CHLTR
Q1QSB0 GSA_CHRSD
Q7P1Z5 GSA_CHRVO
A8ALD5 GSA_CITK8
A5CNI7 GSA_CLAM3
B0RBL3 GSA_CLAMS
Q97MU2 GSA_CLOAB
A6LSY8 GSA_CLOB8
B2UX41 GSA_CLOBA
B2TPD4 GSA_CLOBB
B9DZG0 GSA_CLOK1
A5N5Y1 GSA_CLOK5
A0Q2A8 GSA_CLONN
Q0TQG7 GSA_CLOP1
P0C2D9 GSA_CLOPE
Q0ST19 GSA_CLOPS
Q897K4 GSA_CLOTE
Q47V96 GSA_COLP3
C3PKI4 GSA_CORA7
Q6NJJ2 GSA_CORDI
Q8FSD4 GSA_COREF
A4QB78 GSA_CORGB
Q8NT73 GSA_CORGL
Q4JSY1 GSA_CORJK
B1VEK3 GSA_CORU7
B6J495 GSA_COXB1
B6J3H2 GSA_COXB2
A9KBA0 GSA_COXBN
A9NAX3 GSA_COXBR
Q83AK3 GSA_COXBU
B1X023 GSA_CROS5
A7MGR5 GSA_CROS8
Q1LQM3 GSA_CUPMC
Q0KDN9 GSA_CUPNH
Q46XZ7 GSA_CUPPJ
B3R312 GSA_CUPTR
Q6AB08 GSA_CUTAK
B8HYK1 GSA_CYAP4
Q11WK1 GSA_CYTH3
Q478V1 GSA_DECAR
C1CWI8 GSA_DEIDV
Q1IWZ8 GSA_DEIGD
Q9RWW0 GSA_DEIRA
A9BY74 GSA_DELAS
Q30WH2 GSA_DESAG
C0QCR9 GSA_DESAH
B8FBA1 GSA_DESAL
B1I4L1 GSA_DESAP
B8J3A3 GSA_DESDA
B8G2L6 GSA_DESHD
Q24VD4 GSA_DESHY
A8ZZU9 GSA_DESOH
Q6AQ32 GSA_DESPS
A4J6H0 GSA_DESRM
Q725I1 GSA_DESVH
B8DN02 GSA_DESVM
A1V9X6 GSA_DESVV
A5EXX1 GSA_DICNV
A7ZHP6 GSA_ECO24
B7UIK1 GSA_ECO27
B7MBD7 GSA_ECO45
B7LGL6 GSA_ECO55
Q8X4V5 GSA_ECO57
B5Z0D4 GSA_ECO5E
B7NIB7 GSA_ECO7I
B7MP16 GSA_ECO81
B7M195 GSA_ECO8A
C4ZRP7 GSA_ECOBW
B1XD24 GSA_ECODH
A7ZWA2 GSA_ECOHS
A1A7K0 GSA_ECOK1
Q0TLH7 GSA_ECOL5
Q8FL16 GSA_ECOL6
B1IQI6 GSA_ECOLC
P23893 GSA_ECOLI
B7N823 GSA_ECOLU
B6HZD0 GSA_ECOSE
B1LGV7 GSA_ECOSM
Q1RG34 GSA_ECOUT
C5BAP9 GSA_EDWI9
A4W6Q1 GSA_ENT38
B2VE25 GSA_ERWT9
B7LWB5 GSA_ESCF3
A5FIM3 GSA_FLAJ1
A6GYW4 GSA_FLAPJ
Q0RS03 GSA_FRAAA
Q2JFQ1 GSA_FRACC
B0U0T6 GSA_FRAP2
A8LCD0 GSA_FRASN
Q14HS1 GSA_FRAT1
A7NCX8 GSA_FRATF
Q2A2U8 GSA_FRATH
B2SGG7 GSA_FRATM
A0Q628 GSA_FRATN
Q0BLC7 GSA_FRATO
Q5NGB9 GSA_FRATT
A4IXN8 GSA_FRATW
Q8RFY7 GSA_FUSNN
C1A7K7 GSA_GEMAT
B5EFG4 GSA_GEOBB
B9LZL6 GSA_GEODF
B3E9X0 GSA_GEOLS
Q39QA6 GSA_GEOMG
Q74GA9 GSA_GEOSL
A5G9C0 GSA_GEOUR
B7KA18 GSA_GLOC7
Q7NPI4 GSA_GLOVI
A0LXY3 GSA_GRAFK
B8F7H5 GSA_HAEPS
Q0I3R7 GSA_HAES1
Q2S8X9 GSA_HAHCH
A1WYL3 GSA_HALHL
B9LTZ9 GSA_HALLT
Q5UZ90 GSA_HALMA
B0R7L9 GSA_HALS3
Q9HMY8 GSA_HALSA
Q18ES5 GSA_HALWD
C4K6Y5 GSA_HAMD5
Q17X40 GSA_HELAH
Q7VHK3 GSA_HELHP
B0TFV0 GSA_HELMI
B6JKN5 GSA_HELP2
B5ZA72 GSA_HELPG
Q1CUJ7 GSA_HELPH
Q9ZMD0 GSA_HELPJ
B2USD7 GSA_HELPS
P56115 GSA_HELPY
A9B550 GSA_HERA2
A4G8N0 GSA_HERAR
B0UST3 GSA_HISS2
P18492 GSA_HORVU
A3DIF3 GSA_HUNT2
Q31FB1 GSA_HYDCU
B4U8M6 GSA_HYDS0
A2BL27 GSA_HYPBU
Q5QVP9 GSA_IDILO
A8AAB3 GSA_IGNH4
A6T2A2 GSA_JANMA
A6W5M6 GSA_KINRD
B5Y1L5 GSA_KLEP3
A6T4V8 GSA_KLEP7
B2GL27 GSA_KOCRD
Q1IHV2 GSA_KORVE
A5VM65 GSA_LACRD
B2G9H2 GSA_LACRJ
C1D9B6 GSA_LARHH
Q1MPW7 GSA_LAWIP
Q5X529 GSA_LEGPA
A5IC29 GSA_LEGPC
Q5ZVA6 GSA_LEGPH
Q5WWG1 GSA_LEGPL
Q6AHE8 GSA_LEIXX
B0SF64 GSA_LEPBA
Q04NV4 GSA_LEPBJ
Q04X52 GSA_LEPBL
B0SNK3 GSA_LEPBP
B1Y8G2 GSA_LEPCP
Q75G04 GSA_LEPIC
Q8EY44 GSA_LEPIN
A0L3S9 GSA_MAGMM
Q65U43 GSA_MANSM
A1TYG5 GSA_MARHV
A6VUX8 GSA_MARMS
A6UWB3 GSA_META3
Q8TT57 GSA_METAC
Q0W5T3 GSA_METAR
A7I7P2 GSA_METB6
Q46CH1 GSA_METBF
Q12WM7 GSA_METBU
Q60CV0 GSA_METCA
Q1GXW0 GSA_METFK
Q2FTK5 GSA_METHJ
B3DY05 GSA_METI4
Q58020 GSA_METJA
Q8TYL6 GSA_METKA
A2SQU3 GSA_METLZ
A4FZY1 GSA_METM5
A9A875 GSA_METM6
A6VIL1 GSA_METM7
Q8PW58 GSA_METMA
A3CU65 GSA_METMJ
Q6M0P5 GSA_METMP
B8GJJ2 GSA_METPE
A2SKQ7 GSA_METPP
A5UML0 GSA_METS3
A4YD91 GSA_METS5
Q2NF42 GSA_METST
O26330 GSA_METTH
A0B885 GSA_METTP
A6URL2 GSA_METVS
B0JPW6 GSA_MICAN
Q2RJ31 GSA_MOOTA
A0QLG2 GSA_MYCA1
B1MHH1 GSA_MYCA9
P63507 GSA_MYCBO
A1KG00 GSA_MYCBP
C1AKK4 GSA_MYCBT
A4T358 GSA_MYCGI
B8ZT67 GSA_MYCLB
P46716 GSA_MYCLE
B2HRL5 GSA_MYCMM
Q73SQ3 GSA_MYCPA
A0QR33 GSA_MYCS2
A3PUB7 GSA_MYCSJ
A1UAR1 GSA_MYCSK
Q1BE73 GSA_MYCSS
A5TZQ4 GSA_MYCTA
P9WMN8 GSA_MYCTO
P9WMN9 GSA_MYCTU
A0PLS0 GSA_MYCUA
A1T3F2 GSA_MYCVP
Q1DFA7 GSA_MYXXD
Q3IT20 GSA_NATPD
B2A1H4 GSA_NATTJ
B9LA83 GSA_NAUPA
Q5FAH9 GSA_NEIG1
B4RNX2 GSA_NEIG2
A9M1G6 GSA_NEIM0
Q9JW10 GSA_NEIMA
Q9JXW0 GSA_NEIMB
A1KS34 GSA_NEIMF
Q0AFV1 GSA_NITEC
Q82UQ8 GSA_NITEU
A9A1A0 GSA_NITMS
Q2Y5Q5 GSA_NITMU
Q3JDH7 GSA_NITOC
A6Q2X6 GSA_NITSB
Q5YP79 GSA_NOCFA
A1SE06 GSA_NOCSJ
B2J7M9 GSA_NOSP7
Q8YS26 GSA_NOSS1
B1ZVF7 GSA_OPITP
Q6YZE2 GSA_ORYSJ
A1R898 GSA_PAEAT
B2JED5 GSA_PARP8
B2T6C2 GSA_PARPJ
Q6MAC7 GSA_PARUW
Q13V40 GSA_PARXL
Q9CNG9 GSA_PASMU
Q6D1Z0 GSA_PECAS
C6DC32 GSA_PECCP
Q3A7W5 GSA_PELCD
Q3B1A1 GSA_PELLD
B4SGW1 GSA_PELPB
A1ASE9 GSA_PELPD
A5D3M2 GSA_PELTS
C0QQ98 GSA_PERMH
Q7N845 GSA_PHOLL
Q6LUS3 GSA_PHOPR
Q6L2G9 GSA_PICTO
A4SVE6 GSA_POLAQ
A1VSM6 GSA_POLNA
B1XT79 GSA_POLNS
Q12EF7 GSA_POLSJ
B4S3Q6 GSA_PROA2
Q06774 GSA_PROFF
A3PBK8 GSA_PROM0
A2C0U2 GSA_PROM1
A8G3J9 GSA_PROM2
A2C7I7 GSA_PROM3
A9BEA5 GSA_PROM4
A2BVE5 GSA_PROM5
Q31C50 GSA_PROM9
Q7VDA1 GSA_PROMA
B4EUE1 GSA_PROMH
Q7V677 GSA_PROMM
Q7V2J3 GSA_PROMP
A2BPW6 GSA_PROMS
Q46GT9 GSA_PROMT
Q48DP1 GSA_PSE14
Q15YL3 GSA_PSEA6
A6V0D2 GSA_PSEA7
B7V9D9 GSA_PSEA8
Q02SE5 GSA_PSEAB
P48247 GSA_PSEAE
B8HBR2 GSA_PSECP
Q1I4H5 GSA_PSEE4
Q4K5I6 GSA_PSEF5
C3K2K3 GSA_PSEFS
Q3IHS1 GSA_PSEHT
A4XYV6 GSA_PSEMY
A5W9H0 GSA_PSEP1
Q3K6C0 GSA_PSEPF
B0KJV9 GSA_PSEPG
Q88DP0 GSA_PSEPK
B1J1Y6 GSA_PSEPW
Q87VY5 GSA_PSESM
Q4ZNA0 GSA_PSEU2
A4VQY0 GSA_PSEU5
Q4FVC4 GSA_PSYA2
Q1QEE8 GSA_PSYCK
A1ST92 GSA_PSYIN
A5WC94 GSA_PSYWF
Q8ZYW1 GSA_PYRAE
A4WN33 GSA_PYRAR
A3MWW7 GSA_PYRCJ
A1RQR5 GSA_PYRIL
B1YBL3 GSA_PYRNV
B2U6Q7 GSA_RALPJ
Q8Y1M4 GSA_RALSO
A9WPI0 GSA_RENSM
Q7UPM9 GSA_RHOBA
C0ZUX9 GSA_RHOE4
Q21YQ0 GSA_RHOFT
Q0SF42 GSA_RHOJR
C1AZ30 GSA_RHOOB
B7K2I1 GSA_RIPO1
A7NKV1 GSA_ROSCS
A5UU40 GSA_ROSS1
Q1AUK6 GSA_RUBXD
B8I0R1 GSA_RUMCH
A1AVQ1 GSA_RUTMC
Q21MJ0 GSA_SACD2
A4FPX3 GSA_SACEN
Q980U5 GSA_SACS2
B5F8R5 GSA_SALA4
A8M6S5 GSA_SALAI
A9MPK7 GSA_SALAR
Q57T53 GSA_SALCH
B5FJ01 GSA_SALDC
B5R3G6 GSA_SALEP
B5RHE0 GSA_SALG2
B4TK30 GSA_SALHS
B4SUY4 GSA_SALNS
Q5PD43 GSA_SALPA
A9N0P9 GSA_SALPB
C0Q5R5 GSA_SALPC
B5BL82 GSA_SALPK
Q2S1S3 GSA_SALRD
B4TXQ6 GSA_SALSV
Q8Z9B4 GSA_SALTI
A4XC73 GSA_SALTO
E1W874 GSA_SALTS
P0CL07 GSA_SALTY
A8G9U7 GSA_SERP5
A1S3U0 GSA_SHEAM
B8EBU3 GSA_SHEB2
A3D1R5 GSA_SHEB5
A6WKL6 GSA_SHEB8
A9L5J5 GSA_SHEB9
Q12KC8 GSA_SHEDO
Q07YU5 GSA_SHEFN
B0TIQ0 GSA_SHEHH
A3QBN5 GSA_SHELP
Q8EHC8 GSA_SHEON
A8H164 GSA_SHEPA
A4Y4G4 GSA_SHEPC
B8CJG4 GSA_SHEPW
A0KZS6 GSA_SHESA
A8FS76 GSA_SHESH
Q0HG53 GSA_SHESM
Q0HSE6 GSA_SHESR
A1RMG7 GSA_SHESW
B1KHF6 GSA_SHEWM
B2U2Z9 GSA_SHIB3
Q325Y5 GSA_SHIBS
Q32JV4 GSA_SHIDS
Q0T852 GSA_SHIF8
Q821C1 GSA_SHIFL
Q3Z5K3 GSA_SHISS
Q2NVQ0 GSA_SODGM
Q40147 GSA_SOLLC
Q01YQ2 GSA_SOLUE
A9GDD3 GSA_SORC5
P45621 GSA_SOYBN
Q82E21 GSA_STRAW
Q9F2S0 GSA_STRCO
B1VTD1 GSA_STRGG
B4SI23 GSA_STRM5
B2FT35 GSA_STRMK
A3CL81 GSA_STRSV
C1DUY4 GSA_SULAA
Q4JAM7 GSA_SULAC
Q30RJ4 GSA_SULDN
C3MZR9 GSA_SULIA
C4KJ00 GSA_SULIK
C3MJ22 GSA_SULIL
C3MYE0 GSA_SULIM
C3NF69 GSA_SULIN
C3N842 GSA_SULIY
A6Q9P9 GSA_SULNB
B2V5U0 GSA_SULSY
Q976H2 GSA_SULTO
Q67KM3 GSA_SYMTH
Q2LVW6 GSA_SYNAS
Q31QJ2 GSA_SYNE7
A0LIP3 GSA_SYNFM
Q2JS70 GSA_SYNJA
Q2JMP7 GSA_SYNJB
B1XIT5 GSA_SYNP2
P24630 GSA_SYNP6
A5GMT2 GSA_SYNPW
Q7U598 GSA_SYNPX
A5GUJ2 GSA_SYNR3
Q0I8G1 GSA_SYNS3
Q3AWP4 GSA_SYNS9
Q3ALU9 GSA_SYNSC
Q0AZ36 GSA_SYNWW
Q55665 GSA_SYNY3
C6AR33 GSA_TERTT
B7IHH3 GSA_THEAB
Q9HKM6 GSA_THEAC
Q8DLK8 GSA_THEEB
Q47LB3 GSA_THEFY
A6LKX4 GSA_THEM4
B9L0Q2 GSA_THERP
Q72K83 GSA_THET2
Q5SJS4 GSA_THET8
Q97B25 GSA_THEVO
B5YHH6 GSA_THEYD
Q3SFU6 GSA_THIDA
B8GLE4 GSA_THISH
P31593 GSA_TOBAC
C4LAK4 GSA_TOLAT
Q110Z9 GSA_TRIEI
Q3M3B9 GSA_TRIV2
Q83H98 GSA_TROW8
Q83FJ5 GSA_TROWT
A1WMA0 GSA_VEREI
A5CXH8 GSA_VESOH
A5F945 GSA_VIBC3
A7MUU9 GSA_VIBCB
Q9KU97 GSA_VIBCH
